Starting parallel pool (parpool) using the 'Processes' profile ...
Connected to parallel pool with 8 workers.
2024-01-05_12:26:30:483 pEMG_processing started
2024-01-05_12:26:30:568 pEMG_save started
2024-01-05_12:26:34:052 pEMG_worker started
2024-01-05_12:26:34:237 pEEG_save started
2024-01-05_12:26:36:292 pEEG_processing started
2024-01-05_12:26:38:569 pEEG_worker started
2024-01-05_12:26:38:570 All processes started
2024-01-05_12:26:34:060 EMG Worker checking for start
2024-01-05_12:26:38:577 EMG Worker start command receieved
2024-01-05_12:26:38:577 EEG Save, receieved start command
2024-01-05_12:26:41:151 EMG Worker, scans read: 800
2024-01-05_12:26:41:154 EMG Worker, scans read: 800
2024-01-05_12:26:41:157 EMG Worker, scans read: 800
2024-01-05_12:26:41:160 EMG Worker, scans read: 800
2024-01-05_12:26:41:162 EMG Worker, scans read: 800
2024-01-05_12:26:41:165 EMG Worker, scans read: 800
2024-01-05_12:26:41:167 EMG Worker, scans read: 800
2024-01-05_12:26:41:170 EMG Worker, scans read: 800
2024-01-05_12:26:41:172 EMG Worker, scans read: 800
2024-01-05_12:26:41:174 EMG Worker, scans read: 800
2024-01-05_12:26:41:177 EMG Worker, scans read: 800
2024-01-05_12:26:41:179 EMG Worker, scans read: 800
2024-01-05_12:26:41:182 EMG Worker, scans read: 800
2024-01-05_12:26:41:184 EMG Worker, scans read: 800
2024-01-05_12:26:41:187 EMG Worker, scans read: 800
2024-01-05_12:26:41:189 EMG Worker, scans read: 800
2024-01-05_12:26:41:192 EMG Worker, scans read: 800
2024-01-05_12:26:41:194 EMG Worker, scans read: 800
2024-01-05_12:26:41:198 EMG Worker, scans read: 800
2024-01-05_12:26:41:201 EMG Worker, scans read: 800
2024-01-05_12:26:41:204 EMG Worker, scans read: 800
2024-01-05_12:26:41:206 EMG Worker, scans read: 800
2024-01-05_12:26:41:209 EMG Worker, scans read: 800
2024-01-05_12:26:41:212 EMG Worker, scans read: 800
2024-01-05_12:26:41:215 EMG Worker, scans read: 800
2024-01-05_12:26:41:219 EMG Worker, scans available for reading: 325
2024-01-05_12:26:41:223 EMG Worker, scans read: 800
2024-01-05_12:26:41:227 EMG Worker, scans read: 800
2024-01-05_12:26:41:230 EMG Worker, scans read: 800
2024-01-05_12:26:41:233 EMG Worker, scans read: 800
2024-01-05_12:26:41:236 EMG Worker, scans read: 800
2024-01-05_12:26:41:239 EMG Worker, scans read: 800
2024-01-05_12:26:41:242 EMG Worker, scans read: 800
2024-01-05_12:26:41:245 EMG Worker, scans read: 800
2024-01-05_12:26:41:248 EMG Worker, scans read: 800
2024-01-05_12:26:41:251 EMG Worker, scans read: 800
2024-01-05_12:26:41:254 EMG Worker, scans read: 800
2024-01-05_12:26:41:257 EMG Worker, scans read: 800
2024-01-05_12:26:41:260 EMG Worker, scans read: 800
2024-01-05_12:26:41:260 EMG Response Time: 47.9725 ms
2024-01-05_12:26:41:263 EMG Worker, scans read: 800
2024-01-05_12:26:41:268 EMG Worker, scans read: 800
2024-01-05_12:26:41:270 EMG Worker, scans read: 800
2024-01-05_12:26:41:273 EMG Worker, scans read: 800
2024-01-05_12:26:41:276 EMG Worker, scans read: 800
2024-01-05_12:26:41:278 EMG Worker, scans read: 800
2024-01-05_12:26:41:282 EMG Worker, scans read: 800
2024-01-05_12:26:41:285 EMG Worker, scans read: 800
2024-01-05_12:26:41:288 EMG Worker, scans read: 800
2024-01-05_12:26:41:290 EMG Worker, scans read: 800
2024-01-05_12:26:41:292 EMG Worker, scans read: 800
2024-01-05_12:26:41:295 EMG Worker, scans read: 800
2024-01-05_12:26:41:298 EMG Worker, scans read: 800
2024-01-05_12:26:41:301 EMG Worker, scans read: 800
2024-01-05_12:26:41:303 EMG Worker, scans read: 800
2024-01-05_12:26:41:306 EMG Worker, scans read: 800
2024-01-05_12:26:41:309 EMG Worker, scans read: 800
2024-01-05_12:26:41:312 EMG Worker, scans read: 800
2024-01-05_12:26:41:315 EMG Worker, scans read: 800
2024-01-05_12:26:41:318 EMG Worker, scans read: 800
2024-01-05_12:26:41:320 EMG Worker, scans read: 800
2024-01-05_12:26:41:323 EMG Worker, scans read: 800
2024-01-05_12:26:41:326 EMG Worker, scans read: 800
2024-01-05_12:26:41:329 EMG Worker, scans read: 800
2024-01-05_12:26:41:332 EMG Worker, scans read: 800
2024-01-05_12:26:41:334 EMG Worker, scans read: 800
2024-01-05_12:26:41:337 EMG Worker, scans read: 800
2024-01-05_12:26:41:339 EMG Worker, scans read: 800
2024-01-05_12:26:41:341 EMG Worker, scans read: 800
2024-01-05_12:26:41:343 EMG Worker, scans read: 800
2024-01-05_12:26:41:345 EMG Worker, scans read: 800
2024-01-05_12:26:41:348 EMG Worker, scans read: 800
2024-01-05_12:26:41:350 EMG Worker, scans read: 800
2024-01-05_12:26:41:354 EMG Worker, scans read: 800
2024-01-05_12:26:41:357 EMG Worker, scans read: 800
2024-01-05_12:26:41:359 EMG Worker, scans read: 800
2024-01-05_12:26:41:362 EMG Worker, scans read: 800
2024-01-05_12:26:41:364 EMG Worker, scans read: 800
2024-01-05_12:26:41:367 EMG Worker, scans read: 800
2024-01-05_12:26:41:369 EMG Worker, scans read: 800
2024-01-05_12:26:41:372 EMG Worker, scans read: 800
2024-01-05_12:26:41:374 EMG Worker, scans read: 800
2024-01-05_12:26:41:376 EMG Worker, scans read: 800
2024-01-05_12:26:41:379 EMG Worker, scans read: 800
2024-01-05_12:26:41:380 EMG Worker, scans read: 800
2024-01-05_12:26:41:383 EMG Worker, scans read: 800
2024-01-05_12:26:41:387 EMG Worker, scans read: 800
2024-01-05_12:26:41:389 EMG Worker, scans read: 800
2024-01-05_12:26:41:392 EMG Worker, scans read: 800
2024-01-05_12:26:41:394 EMG Worker, scans read: 800
2024-01-05_12:26:41:396 EMG Worker, scans read: 800
2024-01-05_12:26:41:399 EMG Worker, scans read: 800
2024-01-05_12:26:41:403 EMG Worker, scans read: 800
2024-01-05_12:26:41:405 EMG Worker, scans read: 800
2024-01-05_12:26:41:408 EMG Worker, scans read: 800
2024-01-05_12:26:41:411 EMG Worker, scans read: 800
2024-01-05_12:26:41:414 EMG Worker, scans read: 800
2024-01-05_12:26:41:416 EMG Worker, scans read: 800
2024-01-05_12:26:41:418 EMG Worker, scans read: 800
2024-01-05_12:26:41:420 EMG Worker, scans read: 800
2024-01-05_12:26:41:422 EMG Worker, scans read: 800
2024-01-05_12:26:41:425 EMG Worker, scans read: 800
2024-01-05_12:26:41:427 EMG Worker, scans read: 800
2024-01-05_12:26:41:429 EMG Worker, scans read: 800
2024-01-05_12:26:41:431 EMG Worker, scans read: 800
2024-01-05_12:26:41:434 EMG Worker, scans read: 800
2024-01-05_12:26:41:436 EMG Worker, scans read: 800
2024-01-05_12:26:41:437 EMG Worker, scans read: 800
2024-01-05_12:26:41:439 EMG Worker, scans read: 800
2024-01-05_12:26:41:441 EMG Worker, scans read: 800
2024-01-05_12:26:41:445 EMG Worker, scans read: 800
2024-01-05_12:26:41:448 EMG Worker, scans read: 800
2024-01-05_12:26:41:452 EMG Worker, scans read: 800
2024-01-05_12:26:41:455 EMG Worker, scans read: 800
2024-01-05_12:26:41:458 EMG Worker, scans read: 800
2024-01-05_12:26:41:461 EMG Worker, scans read: 800
2024-01-05_12:26:41:464 EMG Worker, scans read: 800
2024-01-05_12:26:41:467 EMG Worker, scans read: 800
2024-01-05_12:26:41:469 EMG Worker, scans read: 800
2024-01-05_12:26:41:472 EMG Worker, scans read: 800
2024-01-05_12:26:41:474 EMG Worker, scans read: 800
2024-01-05_12:26:41:477 EMG Worker, scans read: 800
2024-01-05_12:26:41:480 EMG Worker, scans read: 800
2024-01-05_12:26:41:482 EMG Worker, scans read: 800
2024-01-05_12:26:41:485 EMG Worker, scans read: 800
2024-01-05_12:26:41:487 EMG Worker, scans read: 800
2024-01-05_12:26:41:490 EMG Worker, scans read: 800
2024-01-05_12:26:41:493 EMG Worker, scans read: 800
2024-01-05_12:26:41:495 EMG Worker, scans read: 800
2024-01-05_12:26:41:498 EMG Worker, scans read: 800
2024-01-05_12:26:41:501 EMG Worker, scans read: 800
2024-01-05_12:26:41:503 EMG Worker, scans read: 800
2024-01-05_12:26:41:506 EMG Worker, scans read: 800
2024-01-05_12:26:41:509 EMG Worker, scans read: 800
2024-01-05_12:26:41:512 EMG Worker, scans read: 800
2024-01-05_12:26:41:514 EMG Worker, scans read: 800
2024-01-05_12:26:41:517 EMG Worker, scans read: 800
2024-01-05_12:26:41:519 EMG Worker, scans read: 800
2024-01-05_12:26:41:521 EMG Worker, scans read: 800
2024-01-05_12:26:41:522 EMG Worker, scans read: 800
2024-01-05_12:26:41:524 EMG Worker, scans read: 800
2024-01-05_12:26:41:526 EMG Worker, scans read: 800
2024-01-05_12:26:41:527 EMG Worker, scans read: 800
2024-01-05_12:26:41:529 EMG Worker, scans read: 800
2024-01-05_12:26:41:531 EMG Worker, scans read: 800
2024-01-05_12:26:41:532 EMG Worker, scans read: 800
2024-01-05_12:26:41:534 EMG Worker, scans read: 800
2024-01-05_12:26:41:535 EMG Worker, scans read: 800
2024-01-05_12:26:41:537 EMG Worker, scans read: 800
2024-01-05_12:26:41:539 EMG Worker, scans read: 800
2024-01-05_12:26:41:540 EMG Worker, scans read: 800
2024-01-05_12:26:41:543 EMG Worker, scans read: 800
2024-01-05_12:26:41:546 EMG Worker, scans read: 800
2024-01-05_12:26:41:548 EMG Worker, scans read: 800
2024-01-05_12:26:41:550 EMG Worker, scans read: 800
2024-01-05_12:26:41:552 EMG Worker, scans read: 800
2024-01-05_12:26:41:555 EMG Worker, scans read: 800
2024-01-05_12:26:41:557 EMG Worker, scans read: 800
2024-01-05_12:26:41:559 EMG Worker, scans read: 800
2024-01-05_12:26:41:561 EMG Worker, scans read: 800
2024-01-05_12:26:41:562 EMG Worker, scans read: 800
2024-01-05_12:26:41:564 EMG Worker, scans read: 800
2024-01-05_12:26:41:566 EMG Worker, scans read: 800
2024-01-05_12:26:41:567 EMG Worker, scans read: 800
2024-01-05_12:26:41:569 EMG Worker, scans read: 800
2024-01-05_12:26:41:571 EMG Worker, scans read: 800
2024-01-05_12:26:41:572 EMG Worker, scans read: 800
2024-01-05_12:26:41:574 EMG Worker, scans read: 800
2024-01-05_12:26:41:576 EMG Worker, scans read: 800
2024-01-05_12:26:41:577 EMG Worker, scans read: 800
2024-01-05_12:26:41:578 EMG Worker, scans read: 800
2024-01-05_12:26:41:580 EMG Worker, scans read: 800
2024-01-05_12:26:41:582 EMG Worker, scans read: 800
2024-01-05_12:26:41:583 EMG Worker, scans read: 800
2024-01-05_12:26:41:585 EMG Worker, scans read: 800
2024-01-05_12:26:41:587 EMG Worker, scans read: 800
2024-01-05_12:26:41:589 EMG Worker, scans read: 800
2024-01-05_12:26:41:591 EMG Worker, scans read: 800
2024-01-05_12:26:41:593 EMG Worker, scans read: 800
2024-01-05_12:26:41:595 EMG Worker, scans read: 800
2024-01-05_12:26:41:597 EMG Worker, scans read: 800
2024-01-05_12:26:41:599 EMG Worker, scans read: 800
2024-01-05_12:26:41:602 EMG Worker, scans read: 800
2024-01-05_12:26:41:604 EMG Worker, scans read: 800
2024-01-05_12:26:41:606 EMG Worker, scans read: 800
2024-01-05_12:26:41:608 EMG Worker, scans read: 800
2024-01-05_12:26:41:610 EMG Worker, scans read: 800
2024-01-05_12:26:41:613 EMG Worker, scans read: 800
2024-01-05_12:26:41:616 EMG Worker, scans read: 800
2024-01-05_12:26:41:618 EMG Worker, scans read: 800
2024-01-05_12:26:41:620 EMG Worker, scans read: 800
2024-01-05_12:26:41:622 EMG Worker, scans read: 800
2024-01-05_12:26:41:624 EMG Worker, scans read: 800
2024-01-05_12:26:41:626 EMG Worker, scans read: 800
2024-01-05_12:26:41:628 EMG Worker, scans read: 800
2024-01-05_12:26:41:631 EMG Worker, scans read: 800
2024-01-05_12:26:41:633 EMG Worker, scans read: 800
2024-01-05_12:26:41:636 EMG Worker, scans read: 800
2024-01-05_12:26:41:639 EMG Worker, scans read: 800
2024-01-05_12:26:41:642 EMG Worker, scans read: 800
2024-01-05_12:26:41:644 EMG Worker, scans read: 800
2024-01-05_12:26:41:647 EMG Worker, scans read: 800
2024-01-05_12:26:41:651 EMG Worker, scans read: 800
2024-01-05_12:26:41:654 EMG Worker, scans read: 800
2024-01-05_12:26:41:656 EMG Worker, scans read: 800
2024-01-05_12:26:41:659 EMG Worker, scans read: 800
2024-01-05_12:26:41:661 EMG Worker, scans read: 800
2024-01-05_12:26:41:664 EMG Worker, scans read: 800
2024-01-05_12:26:41:667 EMG Worker, scans read: 800
2024-01-05_12:26:41:669 EMG Worker, scans read: 800
2024-01-05_12:26:41:672 EMG Worker, scans read: 800
2024-01-05_12:26:41:674 EMG Worker, scans read: 800
2024-01-05_12:26:41:677 EMG Worker, scans read: 800
2024-01-05_12:26:41:679 EMG Worker, scans read: 800
2024-01-05_12:26:41:682 EMG Worker, scans read: 800
2024-01-05_12:26:41:685 EMG Worker, scans read: 800
2024-01-05_12:26:41:688 EMG Worker, scans read: 800
2024-01-05_12:26:41:691 EMG Worker, scans read: 800
2024-01-05_12:26:41:694 EMG Worker, scans read: 800
2024-01-05_12:26:41:696 EMG Worker, scans read: 800
2024-01-05_12:26:41:699 EMG Worker, scans read: 800
2024-01-05_12:26:41:702 EMG Worker, scans read: 800
2024-01-05_12:26:41:705 EMG Worker, scans read: 800
2024-01-05_12:26:41:708 EMG Worker, scans read: 800
2024-01-05_12:26:41:711 EMG Worker, scans read: 800
2024-01-05_12:26:41:714 EMG Worker, scans read: 800
2024-01-05_12:26:41:717 EMG Worker, scans read: 800
2024-01-05_12:26:41:720 EMG Worker, scans read: 800
2024-01-05_12:26:41:722 EMG Worker, scans read: 800
2024-01-05_12:26:41:725 EMG Worker, scans read: 800
2024-01-05_12:26:41:728 EMG Worker, scans read: 800
2024-01-05_12:26:41:730 EMG Worker, scans read: 800
2024-01-05_12:26:41:733 EMG Worker, scans read: 800
2024-01-05_12:26:41:735 EMG Worker, scans read: 800
2024-01-05_12:26:41:737 EMG Worker, scans read: 800
2024-01-05_12:26:41:740 EMG Worker, scans read: 800
2024-01-05_12:26:41:743 EMG Worker, scans read: 800
2024-01-05_12:26:41:746 EMG Worker, scans read: 800
2024-01-05_12:26:41:748 EMG Worker, scans read: 800
2024-01-05_12:26:41:751 EMG Worker, scans read: 800
2024-01-05_12:26:41:753 EMG Worker, scans read: 800
2024-01-05_12:26:41:755 EMG Worker, scans read: 800
2024-01-05_12:26:41:758 EMG Worker, scans read: 800
2024-01-05_12:26:41:761 EMG Worker, scans read: 800
2024-01-05_12:26:41:763 EMG Worker, scans read: 800
2024-01-05_12:26:41:765 EMG Worker, scans read: 800
2024-01-05_12:26:41:767 EMG Worker, scans read: 800
2024-01-05_12:26:41:768 EMG Worker, scans read: 800
2024-01-05_12:26:41:770 EMG Worker, scans read: 800
2024-01-05_12:26:41:772 EMG Worker, scans read: 800
2024-01-05_12:26:41:774 EMG Worker, scans read: 800
2024-01-05_12:26:41:777 EMG Worker, scans read: 800
2024-01-05_12:26:41:779 EMG Worker, scans available for reading: 100
2024-01-05_12:26:41:784 EMG Worker, scans read: 800
2024-01-05_12:26:41:787 EMG Worker, scans read: 800
2024-01-05_12:26:41:789 EMG Worker, scans read: 800
2024-01-05_12:26:41:791 EMG Worker, scans read: 800
2024-01-05_12:26:41:793 EMG Worker, scans read: 800
2024-01-05_12:26:41:795 EMG Worker, scans read: 800
2024-01-05_12:26:41:797 EMG Worker, scans read: 800
2024-01-05_12:26:41:799 EMG Worker, scans read: 800
2024-01-05_12:26:41:801 EMG Worker, scans read: 800
2024-01-05_12:26:41:803 EMG Worker, scans read: 800
2024-01-05_12:26:41:805 EMG Worker, scans read: 800
2024-01-05_12:26:41:808 EMG Worker, scans read: 800
2024-01-05_12:26:41:810 EMG Worker, scans read: 800
2024-01-05_12:26:41:813 EMG Worker, scans read: 800
2024-01-05_12:26:41:815 EMG Worker, scans read: 800
2024-01-05_12:26:41:818 EMG Worker, scans read: 800
2024-01-05_12:26:41:821 EMG Worker, scans read: 800
2024-01-05_12:26:41:819 EMG Response Time: 45.1324 ms
2024-01-05_12:26:41:824 EMG Worker, scans read: 800
2024-01-05_12:26:41:826 EMG Worker, scans read: 800
2024-01-05_12:26:41:829 EMG Worker, scans read: 800
2024-01-05_12:26:41:831 EMG Worker, scans read: 800
2024-01-05_12:26:41:833 EMG Worker, scans read: 800
2024-01-05_12:26:41:835 EMG Worker, scans read: 800
2024-01-05_12:26:41:837 EMG Worker, scans read: 800
2024-01-05_12:26:41:839 EMG Worker, scans read: 800
2024-01-05_12:26:41:840 EMG Worker, scans read: 800
2024-01-05_12:26:41:842 EMG Worker, scans read: 800
2024-01-05_12:26:41:844 EMG Worker, scans read: 800
2024-01-05_12:26:41:845 EMG Worker, scans read: 800
2024-01-05_12:26:41:847 EMG Worker, scans read: 800
2024-01-05_12:26:41:849 EMG Worker, scans read: 800
2024-01-05_12:26:41:851 EMG Worker, scans read: 800
2024-01-05_12:26:41:852 EMG Worker, scans read: 800
2024-01-05_12:26:41:854 EMG Worker, scans read: 800
2024-01-05_12:26:41:856 EMG Worker, scans read: 800
2024-01-05_12:26:41:858 EMG Worker, scans read: 800
2024-01-05_12:26:41:859 EMG Worker, scans read: 800
2024-01-05_12:26:41:861 EMG Worker, scans read: 800
2024-01-05_12:26:41:862 EMG Worker, scans read: 800
2024-01-05_12:26:41:864 EMG Worker, scans read: 800
2024-01-05_12:26:41:865 EMG Worker, scans read: 800
2024-01-05_12:26:41:867 EMG Worker, scans read: 800
2024-01-05_12:26:41:869 EMG Worker, scans read: 800
2024-01-05_12:26:41:870 EMG Worker, scans read: 800
2024-01-05_12:26:41:872 EMG Worker, scans read: 800
2024-01-05_12:26:41:874 EMG Worker, scans read: 800
2024-01-05_12:26:41:877 EMG Worker, scans read: 800
2024-01-05_12:26:41:879 EMG Worker, scans read: 800
2024-01-05_12:26:41:881 EMG Worker, scans read: 800
2024-01-05_12:26:41:883 EMG Worker, scans read: 800
2024-01-05_12:26:41:887 EMG Worker, scans read: 800
2024-01-05_12:26:41:890 EMG Worker, scans read: 800
2024-01-05_12:26:41:892 EMG Worker, scans read: 800
2024-01-05_12:26:41:894 EMG Worker, scans read: 800
2024-01-05_12:26:41:896 EMG Worker, scans read: 800
2024-01-05_12:26:41:898 EMG Worker, scans read: 800
2024-01-05_12:26:41:901 EMG Worker, scans read: 800
2024-01-05_12:26:41:904 EMG Worker, scans read: 800
2024-01-05_12:26:41:906 EMG Worker, scans read: 800
2024-01-05_12:26:41:908 EMG Worker, scans read: 800
2024-01-05_12:26:41:910 EMG Worker, scans read: 800
2024-01-05_12:26:41:912 EMG Worker, scans read: 800
2024-01-05_12:26:41:914 EMG Worker, scans read: 800
2024-01-05_12:26:41:916 EMG Worker, scans read: 800
2024-01-05_12:26:41:918 EMG Worker, scans read: 800
2024-01-05_12:26:41:920 EMG Worker, scans read: 800
2024-01-05_12:26:41:923 EMG Worker, scans read: 800
2024-01-05_12:26:41:925 EMG Worker, scans read: 800
2024-01-05_12:26:41:927 EMG Worker, scans read: 800
2024-01-05_12:26:41:929 EMG Worker, scans read: 800
2024-01-05_12:26:41:931 EMG Worker, scans read: 800
2024-01-05_12:26:41:935 EMG Worker, scans read: 800
2024-01-05_12:26:41:937 EMG Worker, scans read: 800
2024-01-05_12:26:41:939 EMG Worker, scans read: 800
2024-01-05_12:26:41:941 EMG Worker, scans read: 800
2024-01-05_12:26:41:943 EMG Worker, scans read: 800
2024-01-05_12:26:41:945 EMG Worker, scans read: 800
2024-01-05_12:26:41:947 EMG Worker, scans read: 800
2024-01-05_12:26:41:949 EMG Worker, scans read: 800
2024-01-05_12:26:41:951 EMG Worker, scans read: 800
2024-01-05_12:26:41:952 EMG Worker, scans read: 800
2024-01-05_12:26:41:954 EMG Worker, scans read: 800
2024-01-05_12:26:41:956 EMG Worker, scans read: 800
2024-01-05_12:26:41:959 EMG Worker, scans read: 800
2024-01-05_12:26:41:960 EMG Worker, scans read: 800
2024-01-05_12:26:41:962 EMG Worker, scans read: 800
2024-01-05_12:26:41:964 EMG Worker, scans read: 800
2024-01-05_12:26:41:966 EMG Worker, scans read: 800
2024-01-05_12:26:41:968 EMG Worker, scans read: 800
2024-01-05_12:26:41:970 EMG Worker, scans read: 800
2024-01-05_12:26:41:971 EMG Worker, scans read: 800
2024-01-05_12:26:41:973 EMG Worker, scans read: 800
2024-01-05_12:26:41:975 EMG Worker, scans read: 800
2024-01-05_12:26:41:976 EMG Worker, scans read: 800
2024-01-05_12:26:41:979 EMG Worker, scans read: 800
2024-01-05_12:26:41:981 EMG Worker, scans read: 800
2024-01-05_12:26:41:983 EMG Worker, scans read: 800
2024-01-05_12:26:41:985 EMG Worker, scans read: 800
2024-01-05_12:26:41:986 EMG Worker, scans read: 800
2024-01-05_12:26:41:988 EMG Worker, scans read: 800
2024-01-05_12:26:42:020 EMG Worker, scans read: 2700
2024-01-05_12:26:42:022 EMG Worker, scans read: 2700
2024-01-05_12:26:42:025 EMG Worker, scans read: 2700
2024-01-05_12:26:42:027 EMG Worker, scans read: 2700
2024-01-05_12:26:42:028 EMG Worker, scans read: 2700
2024-01-05_12:26:42:030 EMG Worker, scans read: 2700
2024-01-05_12:26:42:032 EMG Worker, scans read: 2700
2024-01-05_12:26:42:033 EMG Worker, scans read: 2700
2024-01-05_12:26:42:035 EMG Worker, scans read: 2700
2024-01-05_12:26:42:036 EMG Worker, scans read: 2700
2024-01-05_12:26:42:038 EMG Worker, scans read: 2700
2024-01-05_12:26:42:040 EMG Worker, scans read: 2700
2024-01-05_12:26:42:042 EMG Worker, scans read: 2700
2024-01-05_12:26:42:044 EMG Worker, scans read: 2700
2024-01-05_12:26:42:046 EMG Worker, scans read: 2700
2024-01-05_12:26:42:047 EMG Worker, scans read: 2700
2024-01-05_12:26:42:049 EMG Worker, scans read: 2700
2024-01-05_12:26:42:050 EMG Worker, scans read: 2700
2024-01-05_12:26:42:052 EMG Worker, scans read: 2700
2024-01-05_12:26:42:053 EMG Worker, scans read: 2700
2024-01-05_12:26:42:055 EMG Worker, scans read: 2700
2024-01-05_12:26:42:057 EMG Worker, scans read: 2700
2024-01-05_12:26:42:058 EMG Worker, scans read: 2700
2024-01-05_12:26:42:060 EMG Worker, scans read: 2700
2024-01-05_12:26:42:061 EMG Worker, scans read: 2700
2024-01-05_12:26:42:063 EMG Worker, scans read: 2700
2024-01-05_12:26:42:064 EMG Worker, scans read: 2700
2024-01-05_12:26:42:066 EMG Worker, scans read: 2700
2024-01-05_12:26:42:068 EMG Worker, scans read: 2700
2024-01-05_12:26:42:069 EMG Worker, scans read: 2700
2024-01-05_12:26:42:071 EMG Worker, scans read: 2700
2024-01-05_12:26:42:073 EMG Worker, scans read: 2700
2024-01-05_12:26:42:075 EMG Worker, scans read: 2700
2024-01-05_12:26:42:077 EMG Worker, scans read: 2700
2024-01-05_12:26:42:078 EMG Worker, scans read: 2700
2024-01-05_12:26:42:080 EMG Worker, scans read: 2700
2024-01-05_12:26:42:082 EMG Worker, scans read: 2700
2024-01-05_12:26:42:083 EMG Worker, scans read: 2700
2024-01-05_12:26:42:085 EMG Worker, scans read: 2700
2024-01-05_12:26:42:087 EMG Worker, scans read: 2700
2024-01-05_12:26:42:089 EMG Worker, scans read: 2700
2024-01-05_12:26:42:092 EMG Worker, scans read: 2700
2024-01-05_12:26:42:094 EMG Worker, scans read: 2700
2024-01-05_12:26:42:096 EMG Worker, scans read: 2700
2024-01-05_12:26:42:099 EMG Worker, scans read: 2700
2024-01-05_12:26:42:101 EMG Worker, scans read: 2700
